image,Shoe Type Classification,flag,username,timestamp
c:\Users\andsa\Documents\202526ULPGC\VC\trabajofinal\ForecastWear\Backend\flagged\image\b912c8078d1b9d260a59086b33ad05916504ba4c\tmplp3trt9b.jpg,c:\Users\andsa\Documents\202526ULPGC\VC\trabajofinal\ForecastWear\Backend\flagged\Shoe Type Classification\tmp8tlors4c.json,,,2026-01-05 12:33:59.758794
